id	ten	tac_gia	license	so_tam	dinh_dang	tag
4YhFZyCwqqR	torsion lateroflexion	Stefan Richelli	CREATIVE_COMMONS_BY 3.0	34394	GLTF1,GLTF2,USDZ,GLB	
4yHHszFhizi	broken lamp	Justin Randall	CREATIVE_COMMONS_BY 3.0	12352	GLTF2,FBX,BLOCKS,USDZ,OBJ,GLTF1,GLB	objects
4yhntcfUwUi	TFX Open Tetradecagon 04	lovedoll	CREATIVE_COMMONS_BY 3.0	48	GLTF1,GLTF2,USDZ,GLB	art
4YifsziB4tz	Bloedel_MagnoliaTrio	Nathan DiPietro	CREATIVE_COMMONS_BY 3.0	61188	GLTF1,USDZ,GLTF2,GLB	
4yiIlHCfsoG	Spike Strip	TH3 94M3R	CREATIVE_COMMONS_BY 3.0	2252	GLB,GLTF2,GLTF1	objects
4yiJPp_2y3Q	M Finnane Truss Roof	Dermot Fanning	CREATIVE_COMMONS_BY 3.0	42436	GLTF1,GLTF2,USDZ,GLB	
4yil8zfTm61	6ftest	Dau Vinci	CREATIVE_COMMONS_BY 3.0	16	GLTF1,USDZ,GLTF2,GLB	
4YIxq6kTuEl	Rocky Knob Road	Travis Price	CREATIVE_COMMONS_BY 3.0	498420	GLTF1,USDZ,GLB,GLTF2	nature
4yjMw-eyQQo	lemon grenade saber	fatdoggo 1212	CREATIVE_COMMONS_BY 3.0	1298	GLTF2,OBJ,USDZ,BLOCKS,FBX,GLB,GLTF1	food
4yjnr4zYtVg	Parlor Dining Room	Michael Belcher	CREATIVE_COMMONS_BY 3.0	211182	GLTF1,GLTF2,USDZ,GLB	
4yjW-qeqtLu	Blocks ch prod island 13 P	Robert Mark	CREATIVE_COMMONS_BY 3.0	102690	GLTF2,OBJ,USDZ,FBX,BLOCKS,GLB,GLTF1	animals
4YJWVQI4jLw	table_test	Jorel	CREATIVE_COMMONS_BY 3.0	188	GLTF2,FBX,BLOCKS,GLB,USDZ,OBJ,GLTF1	
4YjXSyZcjWG	JASON - FILM ISLAND 001	Jason Le	CREATIVE_COMMONS_BY 3.0	498672	FBX,GLB,GLTF1,GLTF2,USDZ	
4Yk5Ko0c9WT	space shuttle	Matthew Shier	CREATIVE_COMMONS_BY 3.0	13302	GLTF2,GLTF1,USDZ,BLOCKS,GLB	blocks,curated,tech
4YK7JU44ktr	Fairy Stone Bridge	Phiam Ash	CREATIVE_COMMONS_BY 3.0	102336	GLTF2,USDZ,OBJ,BLOCKS,GLB,FBX,GLTF1	architecture
4yke_sdSSgz	someone	Izzy Parkinson	CREATIVE_COMMONS_BY 3.0	19992	GLTF2,FBX,BLOCKS,USDZ,GLTF1,GLB	curated,people
4yKyxiPESDc	act	الايباد Home	CREATIVE_COMMONS_BY 3.0	492	GLTF1,USDZ,GLTF2,GLB	art
4yl2TMOWhrH	Dishwasher	Google	CREATIVE_COMMONS_BY 3.0	3188	USDZ,GLB,GLTF2,GLTF1	appliance,curated,kitchen,tech
4ylPIk9Jeqy	Flauto	Dario Demi (D911C)	CREATIVE_COMMONS_BY 3.0	1288	GLTF2,USDZ,GLB,GLTF1	objects
4YlReIgMqEF	Şevval Şaşmaz project 2	dilay özgen	CREATIVE_COMMONS_BY 3.0	144	GLTF2,GLB,USDZ,BLOCKS,FBX,GLTF1,OBJ	
4ylUGCDDx7W	Punchy Guy	Abhijay Koppala	CREATIVE_COMMONS_BY 3.0	608	GLTF1,GLB,GLTF2	
4yLysXP_H32	Egypt sword	Riccardo Giorato	CREATIVE_COMMONS_BY 3.0	464	GLTF2,GLTF1,FBX,USDZ,BLOCKS,OBJ,GLB	history
4ym3LvdxbVZ	BBlock c	Paul Sheppard	CREATIVE_COMMONS_BY 3.0	62678	USDZ,GLTF2,GLB,GLTF1	
4ymoK5O1w6o	凸版	Yoshinaga Tatsuki (僕秩)	CREATIVE_COMMONS_BY 3.0	744673	GLTF1,GLTF2,GLB	
4YN5TZjWvXm	star mother dan winter	Lobo Eva	CREATIVE_COMMONS_BY 3.0	7072	FBX,USDZ,GLB,GLTF2,GLTF1	
4ynJlJXya8Q	BlackSheepA1 Flying Car	Ar Fell	CREATIVE_COMMONS_BY 3.0	130	USDZ,GLTF2,GLB,GLTF1	transport
4YNkbTD2BWd	PONI Cracked Diamond Glow NEW	Lavender Harmony	CREATIVE_COMMONS_BY 3.0	264	USDZ,GLTF2,GLB,GLTF1	
4YNnUh6kpN_	dc18poster	Moike	CREATIVE_COMMONS_BY 3.0	2	GLTF1,GLTF2,USDZ,GLB	art
4ynR7B_ATRp	Angel Site Diagram	Kurt Meingast	CREATIVE_COMMONS_BY 3.0	16864	GLTF2,BLOCKS,OBJ,USDZ,FBX,GLB,GLTF1	
4YnuArtyrf6	1_broken bench	UNT New Media	CREATIVE_COMMONS_BY 3.0	108	GLTF1,GLB,USDZ,GLTF2	
4yO-XrJiBlc	Violin	Google	CREATIVE_COMMONS_BY 3.0	7724	GLTF1,GLTF2,GLB	curated,instrument,music,objects,string
4YO6-_-ffAr	scene1_room_wall1	micah O	CREATIVE_COMMONS_BY 3.0	146	GLTF2,USDZ,GLB,GLTF1	
4yOiOCrvbhv	DJ Dett Party Hard 2 Poster	Ulric Dettweiler	CREATIVE_COMMONS_BY 3.0	2	GLTF1,USDZ,GLB,GLTF2	
4YOjxtRmf_Y	tornado	Y Tanaka	CREATIVE_COMMONS_BY 3.0	2560	GLTF1,GLTF2,GLB,USDZ	objects
4YOt8SdfZo3	Floor grid	Miguelangelo Rosario	CREATIVE_COMMONS_BY 3.0	12	GLTF2,USDZ,GLTF1,GLB	
4YoyS8i8VAU	dientes-sin-caries	Mario Guillermo Mendoza Zapata	CREATIVE_COMMONS_BY 3.0	3252	GLTF1,GLTF2,GLB	
4ypcXn8iBL-	Gnome	Kevin Custer	CREATIVE_COMMONS_BY 3.0	1974	GLTF2,FBX,GLB,BLOCKS,USDZ,OBJ,GLTF1	people
4yPdiD1nzp6	Tree Test	Tempest FX	CREATIVE_COMMONS_BY 3.0	85792	GLTF2,BLOCKS,USDZ,GLB,GLTF1	curated,nature
4YpfEER3Tm2	Schild	Andy Dö.	CREATIVE_COMMONS_BY 3.0	94013	GLTF2,USDZ,GLB,GLTF1	
4ypgygFu5qG	FBX ch pr Waterframe 04 P	Robert Mark	CREATIVE_COMMONS_BY 3.0	52720	GLTF2,USDZ,FBX,GLTF1,GLB	
4YPmb1PlwT4	Rustic Frame / Window	Kavan Bahrami	CREATIVE_COMMONS_BY 3.0	352	GLTF2,GLTF1,BLOCKS,USDZ,GLB	objects
4YPqCIseq8L	Artist Drafting Table & Stool	Joshua Johanson	CREATIVE_COMMONS_BY 3.0	10408	GLTF2,GLTF1,BLOCKS,USDZ,FBX,OBJ,GLB	curated
4ypU1I9_bvu	pixel background	Hector Torres	CREATIVE_COMMONS_BY 3.0	800	USDZ,GLTF2,GLTF1,GLB	art
4yq4XlR936q	Tridify Dining Chair	Tridify Ltd	CREATIVE_COMMONS_BY 3.0	604	USDZ,GLB,GLTF2,GLTF1	
4YqpUnAMEAQ	El Raton flying	Miguelangelo Rosario	CREATIVE_COMMONS_BY 3.0	322925	GLTF1,GLB,GLTF2,USDZ	
4yR5koEvYhp	black coke can	Deni Catovic	CREATIVE_COMMONS_BY 3.0	21922	GLTF1,GLB,USDZ,GLTF2	food
4YrjbvjVIlj	city1	Jeremy Eyring	CREATIVE_COMMONS_BY 3.0	72415	USDZ,GLTF2,GLTF1,GLB	scenes
4YRjkmf5KqC	6996092	momo iStaging	CREATIVE_COMMONS_BY 3.0	21976	GLTF1,USDZ,FBX,GLTF2,GLB	
4Yro_mYYGzs	half dog	Ab Roos	CREATIVE_COMMONS_BY 3.0	16020	GLTF2,GLTF1,GLB,USDZ	
4yrT5seQ0m9	Falcon	Thomas Burmeister	CREATIVE_COMMONS_BY 3.0	223307	GLTF2,USDZ,GLTF1,GLB	nature
4yRzMTrighL	space	Luciano Campisano	CREATIVE_COMMONS_BY 3.0	112049	GLTF2,USDZ,GLB,GLTF1	
4yS040OG4li	reock	Gamer Hangout	CREATIVE_COMMONS_BY 3.0	188	GLTF2,GLTF1,BLOCKS,FBX,USDZ,OBJ,GLB	
4YSmpNaKBYw	Ciaz	Anuj Kumar	CREATIVE_COMMONS_BY 3.0	10292	GLTF1,GLTF2,USDZ,GLB	transport
4ysmSywCpkZ	Tree House	Google	CREATIVE_COMMONS_BY 3.0	3530	USDZ,GLTF2,GLB,GLTF1	architecture,cabin,curated,logcabin,nature,woods
4ysry28GtJl	Cubo	Mtra. Judith Mendivil	CREATIVE_COMMONS_BY 3.0	12	GLTF2,GLB,GLTF1,USDZ	
4YSWPc_PXvD	6840393	momo iStaging	CREATIVE_COMMONS_BY 3.0	47170	GLTF1,GLTF2,FBX,USDZ,GLB	
4ytccTAdf8f	mueble	PEDRO BORREDA	CREATIVE_COMMONS_BY 3.0	144	GLTF2,FBX,GLB,USDZ,GLTF1	
4yTCxWig54B	Luke in chair	John Kanikula Peters	CREATIVE_COMMONS_BY 3.0	10104	GLTF2,GLTF1,OBJ,USDZ,BLOCKS,FBX,GLB	people
4YtH7BH57o9	Shrine Test GLB	Ar Fell	CREATIVE_COMMONS_BY 3.0	122066	USDZ,GLB,GLTF2,GLTF1	
4ythvRqLNux	Amphibian Northern	AK Kuldeep Adhe (ऋतिक)	CREATIVE_COMMONS_BY 3.0	3784	USDZ,GLTF2,FBX,GLB,GLTF1	
4ytmQLZ-Jmz	AC Unit - AVEVA Equi	David Thomson	CREATIVE_COMMONS_BY 3.0	96	GLTF2,GLB,USDZ,GLTF1	
4ytQVD6UziF	totc tfx 25	nate insolitum	CREATIVE_COMMONS_BY 3.0	286	USDZ,GLTF2,GLB,GLTF1	objects
4YTwA59KSJ3	colorful top	Michael Pretz	CREATIVE_COMMONS_BY 3.0	28360	GLTF2,USDZ,GLTF1,GLB	
4yTXVLai3Ke	LOGO	資訊部mis	CREATIVE_COMMONS_BY 3.0	24	GLTF1,GLTF2,USDZ,GLB	
4yU24o_KzZ0	Falco Frosthawk	AK Kuldeep Adhe (ऋतिक)	CREATIVE_COMMONS_BY 3.0	0	GLTF1,USDZ,GLTF2,GLB	
4yufxgZ1QQ2	Beetle	Google	CREATIVE_COMMONS_BY 3.0	904	GLTF2,USDZ,GLTF1,GLB	animals,bug,critter,curated,insect,shell
4YUywyNMnPG	ushaka	Josh Moulton	CREATIVE_COMMONS_BY 3.0	8000	GLTF1,GLTF2,USDZ,GLB	
4yuz4C8UZc2	Time Hotel 5.19 (Slippers)	Paul Michael	CREATIVE_COMMONS_BY 3.0	23034	GLTF1,GLTF2,USDZ,GLB	curated,objects
4Yu_9FR2b1Z	Blocks ch prod fountain 25 P	Robert Mark	CREATIVE_COMMONS_BY 3.0	2694	GLTF2,GLTF1,BLOCKS,FBX,USDZ,OBJ,GLB	
4YVAF0_uHvH	TIME HOTEL 1.12	Paul Michael	CREATIVE_COMMONS_BY 3.0	1248	GLTF2,GLTF1,BLOCKS,USDZ,GLB	curated,objects
4YvCSg-9FoU	alein	CC News	CREATIVE_COMMONS_BY 3.0	389710	USDZ,GLTF2,GLTF1,GLB	
4YVeDJMtmAW	totc petblo tfx s4 19	nate insolitum	CREATIVE_COMMONS_BY 3.0	12	USDZ,GLB,GLTF2,GLTF1	
4YVGMr0JwLJ	glTF ch prod agave 16b P	Robert Mark	CREATIVE_COMMONS_BY 3.0	201	GLTF1,GLTF2,USDZ,GLB	
4yvo3bdlpf6	Bee	gryphon cute	CREATIVE_COMMONS_BY 3.0	52079	GLTF1,GLTF2,USDZ,GLB	animals
4YW14Zxvkit	Person with pencil	Media Lab	CREATIVE_COMMONS_BY 3.0	16414	GLTF2,GLTF1,GLB	
4yW3HF-_j56	UJP14	Filipe Serôdio	CREATIVE_COMMONS_BY 3.0	12	USDZ,GLTF2,GLB,GLTF1	curated
4YWcFTrCmvB	Couch	Nelson Tovar	CREATIVE_COMMONS_BY 3.0	102	GLTF1,GLB,GLTF2	architecture
4YWEYxOK1k6	Nora1406	Максим Легких	CREATIVE_COMMONS_BY 3.0	73479	GLTF1,GLB,GLTF2,USDZ	
4YwL93dbXuB	BETANAV	Егор Бабушкин	CREATIVE_COMMONS_BY 3.0	4470	USDZ,GLTF1,GLB,GLTF2	
4yWoac13bBJ	idoTシャツ	手塚洸輔	CREATIVE_COMMONS_BY 3.0	5063	USDZ,GLTF2,GLB,GLTF1	art
4ywtYTSB8K-	qwe3	Юрий «Fractalisart» Фракталис	CREATIVE_COMMONS_BY 3.0	9714	GLTF2,GLTF1,USDZ,FBX,GLB	
4YWuH_PUShT	spyBroasty HypernovaStage v05	Zachary Gelzinis	CREATIVE_COMMONS_BY 3.0	180	GLTF2,GLB,GLTF1	art
4yx9jRdayd3	terreno	Nicolas Mauricio Sanchez	CREATIVE_COMMONS_BY 3.0	4149	USDZ,GLTF2,GLB,GLTF1	
4YxR25L-cjK	Sheet Metal Leg Cap	Silas Curfman	CREATIVE_COMMONS_BY 3.0	976	GLTF1,GLTF2,GLB,USDZ	
4Yy4tCZLKeF	glTF ch pre cesium trk 18 P	Robert Mark	CREATIVE_COMMONS_BY 3.0	2856	GLTF2,USDZ,GLB,GLTF1	
4yya3quh4Xm	m	Kendra Chen	CREATIVE_COMMONS_BY 3.0	65752	GLTF1,USDZ,GLTF2,GLB	curated
4yYGeNUDrEz	doda3	Serhan Dursun	CREATIVE_COMMONS_BY 3.0	4388	GLTF2,GLTF1,BLOCKS,FBX,OBJ,USDZ,GLB	
4YYKY-wI14K	LCJH 70409 Pei Win狗	公用帳號02蘆洲國中	CREATIVE_COMMONS_BY 3.0	7014	USDZ,GLTF2,GLB,GLTF1	animals
4YyM2QkYKAW	Bottom egg	VRforKids	CREATIVE_COMMONS_BY 3.0	184	GLTF2,GLTF1,FBX,USDZ,BLOCKS,GLB,OBJ	
4YyMkkPBqRr	Nemo	Lance Lance	CREATIVE_COMMONS_BY 3.0	44433	GLTF2,GLB,USDZ,GLTF1	
4YyOj94QdY6	TỦ LỄ TÂN	Thành Dương Nguyễn	CREATIVE_COMMONS_BY 3.0	1136	GLTF2,FBX,GLB,GLTF1	
4YyXjms54HW	Iceberg 3	Paul Michael	CREATIVE_COMMONS_BY 3.0	324	GLTF2,GLTF1,FBX,OBJ,BLOCKS,USDZ,GLB	nature
4yZ6FNb3YUP	Good face	Michael Pretz	CREATIVE_COMMONS_BY 3.0	183344	GLTF1,GLTF2,USDZ,GLB	
4YztVe5Xilg	building changes	Michael Pretz	CREATIVE_COMMONS_BY 3.0	35652	GLTF2,GLTF1,FBX,BLOCKS,USDZ,OBJ,GLB	
4Yzw2zVnm7J	FatherAndDaughterFrame	Daniel O'Connor	CREATIVE_COMMONS_BY 3.0	61906	GLTF2,GLB,GLTF1	objects
4z0KVGVDTLC	dtrerjtjemry	Дарья	CREATIVE_COMMONS_BY 3.0	1430234	GLB,GLTF2,GLTF1	
4Z0ouF4qcea	Inactive Seaparin	Camerin Caraballo	CREATIVE_COMMONS_BY 3.0	12110	GLB,USDZ,GLTF2,GLTF1	
4Z0vunnP2nx	Seth Socolow	Leo Grona	CREATIVE_COMMONS_BY 3.0	26244	USDZ,GLTF2,GLB,GLTF1	
4Z0YOzcX4eL	wgtagf	Jekabs jurjans	CREATIVE_COMMONS_BY 3.0	140524	GLTF2,USDZ,GLB,GLTF1	
4Z13zfQuF9W	demoiselle_headphones	Julien Belin	CREATIVE_COMMONS_BY 3.0	10912	USDZ,GLTF2,GLB,GLTF1	
4z1bsZo4BeS	No suckers 3	Bill Baran (Sirkut)	CREATIVE_COMMONS_BY 3.0	316	GLTF2,GLTF1,FBX,OBJ,BLOCKS,USDZ,GLB	art
4z1s9L5kKPO	EGGY-3D test_AdobeDN	Minhee Kim	CREATIVE_COMMONS_BY 3.0	148632	GLTF2,GLB,USDZ,GLTF1	animals
4Z1_Me2ww83	Learning Cars	h l	CREATIVE_COMMONS_BY 3.0	6580	GLTF2,GLTF1,USDZ,BLOCKS,GLB	curated,transport
4Z2eZSuc6np	monster	Flashy Sprinkles	CREATIVE_COMMONS_BY 3.0	18760	GLTF2,GLTF1,USDZ,FBX,BLOCKS,GLB,OBJ	
4Z2PFC4bByT	Tree	Austin Harris	CREATIVE_COMMONS_BY 3.0	27944	GLTF2,FBX,USDZ,OBJ,GLB,BLOCKS,GLTF1	nature
4Z3ZnVbDPvY	double work	chun WU	CREATIVE_COMMONS_BY 3.0	44031	GLTF2,BLOCKS,FBX,USDZ,OBJ,GLTF1,GLB	
4z4kTR5JcBE	4110416	momo iStaging	CREATIVE_COMMONS_BY 3.0	39264	FBX,USDZ,GLB,GLTF2,GLTF1	
4z4sIkhrLrv	Dead End Roots Goods Co. Box	Leatrice Borromeo	CREATIVE_COMMONS_BY 3.0	251660	GLTF2,GLB,GLTF1	food
4z5v3qUtPkW	diamond2 side1	micah O	CREATIVE_COMMONS_BY 3.0	292	USDZ,GLTF2,GLB,GLTF1	
4Z6Q_X-GrpR	cluster test	Sutu	CREATIVE_COMMONS_BY 3.0	2022	GLTF2,OBJ,BLOCKS,FBX,USDZ,GLB,GLTF1	art
4Z8bgIDnJfH	Low Poly Pancakes	Monica Henson	CREATIVE_COMMONS_BY 3.0	9380	GLTF2,FBX,GLB,BLOCKS,OBJ,GLTF1	art
4Z8PcxapMkD	Wooden Fence	Colin Hopkins	CREATIVE_COMMONS_BY 3.0	60	GLTF2,GLTF1,FBX,BLOCKS,USDZ,OBJ,GLB	architecture
4z95Hs_FIKm	Final rail park model for hubs	Joanna Kozole	CREATIVE_COMMONS_BY 3.0	350849	GLTF2,FBX,USDZ,GLB,GLTF1	
4Z9pwuJ_wdr	Perú en Rusia	Proximity One	CREATIVE_COMMONS_BY 3.0	2056	GLTF2,OBJ,FBX,GLB,GLTF1,BLOCKS,USDZ	art
4Za1cpYdxAH	LA 16 KS-28	Bennett Jensen	CREATIVE_COMMONS_BY 3.0	25284	GLTF1,GLTF2,USDZ,GLB	objects
4zA5shiemIm	sterling	sterling osment	CREATIVE_COMMONS_BY 3.0	130	GLTF2,GLTF1,BLOCKS,OBJ,USDZ,FBX,GLB	
4za7F3tcN9u	boobetities	Bilal Ahmad	CREATIVE_COMMONS_BY 3.0	320	GLTF1,USDZ,GLTF2,GLB	
4zBbZt788c1	Heisman Trophy	Colin Joseph	CREATIVE_COMMONS_BY 3.0	121228	USDZ,FBX,GLTF2,GLB,GLTF1	
4zbisT9W9iI	shiba inu	Purin Junjiraporn	CREATIVE_COMMONS_BY 3.0	1070	USDZ,GLB,GLTF2,GLTF1	
4ZBlL3ppzoU	Cup Of Coffee	Daquus	CREATIVE_COMMONS_BY 3.0	20480	GLTF2,GLB,USDZ,GLTF1	food
4ZbmPo-_5RR	glTF saw prod P	Robert Mark	CREATIVE_COMMONS_BY 3.0	139594	GLB,GLTF1,USDZ,GLTF2	
4zbq-1mSk3i	11	Aldona Majchrowska	CREATIVE_COMMONS_BY 3.0	8573	GLTF1,GLB,USDZ,GLTF2,FBX	
4zBSG5LH7nn	Fiona D	Fiona Doyle	CREATIVE_COMMONS_BY 3.0	3910	USDZ,GLTF2,GLB,GLTF1	
4Zbt6AfdbQT	11MAY28	Oculus Rift	CREATIVE_COMMONS_BY 3.0	132	GLTF2,OBJ,BLOCKS,FBX,GLB,USDZ,GLTF1	
4zBZzsDBPBC	Tree Tri-OBJ	Robert Mark	CREATIVE_COMMONS_BY 3.0	49265	GLTF2,USDZ,GLB,GLTF1	blocks
4Zc84BCJI9G	bloom tubb	Lintufriikki	CREATIVE_COMMONS_BY 3.0	4800	GLTF1,USDZ,GLB,GLTF2	
4ZCbgUp6Rw2	vent 26	Jeremy Eyring	CREATIVE_COMMONS_BY 3.0	20826	GLTF2,GLTF1,USDZ,GLB	tech
4zCCrGlIqw3	Canoe	Google	CREATIVE_COMMONS_BY 3.0	896	GLTF1,GLTF2,USDZ,GLB	boat,curated,paddle,row,transport
4zcJG_FfYOh	The snakeman driving	Miguelangelo Rosario	CREATIVE_COMMONS_BY 3.0	146450	GLTF2,USDZ,GLB,GLTF1	
4zCvw0FoDz1	Desk	Heiko Matthies	CREATIVE_COMMONS_BY 3.0	3520	GLTF2,BLOCKS,FBX,USDZ,GLB,OBJ,GLTF1	curated
4ZDpK6HPH9b	lady twitter	PART ART	CREATIVE_COMMONS_BY 3.0	2510	GLTF2,FBX,OBJ,USDZ,BLOCKS,GLB,GLTF1	animals
4zDq12RUiRB	bust modeling	Waldo Vega	CREATIVE_COMMONS_BY 3.0	14989	GLTF2,GLTF1,BLOCKS,OBJ,USDZ,FBX,GLB	art,blocks
4zdVu_Lk3sV	Garage Door	Wesley Thompson	CREATIVE_COMMONS_BY 3.0	208	GLTF2,OBJ,USDZ,BLOCKS,FBX,GLTF1,GLB	
4zdvwamXbGE	ALOHA TIPE B	Bramasta Redy	CREATIVE_COMMONS_BY 3.0	673101	GLTF1,GLTF2,USDZ,GLB	
4ZDVyVuY9J-	OBJ stag Can 11	Robert Mark	CREATIVE_COMMONS_BY 3.0	12704	GLTF2,USDZ,GLB,GLTF1	
4ZE4esvGaRr	ElginChair_RedLight	Sharif Ul Abedin (আবীর)	CREATIVE_COMMONS_BY 3.0	4630	GLTF1,USDZ,GLB,GLTF2	
4zE4UQ4siZa	Airplane	Google	CREATIVE_COMMONS_BY 3.0	339	GLTF2,USDZ,GLB,GLTF1	aeroplane,aircraft,aviation,curated,flight
4Ze7MKdFnWk	p2p payments	Idea Ink Illustrations	CREATIVE_COMMONS_BY 3.0	12	GLTF2,GLB,USDZ,GLTF1	
4zEKQvlyJNK	City Park Citizen	Rodrigo Koshino	CREATIVE_COMMONS_BY 3.0	1772	GLTF2,GLTF1,BLOCKS,FBX,USDZ,GLB,OBJ	people
4zEMf1_ycFP	3.6	Ebru Uygun	CREATIVE_COMMONS_BY 3.0	12	GLB,GLTF2,GLTF1	
4Zeo_5pmK8e	beach umbrealla	Nonsplat	CREATIVE_COMMONS_BY 3.0	540	GLTF1,GLTF2,USDZ,FBX,GLB	objects
4zeqEdfIKpM	bare bedroom	David's Pegasus (David's Pegasus)	CREATIVE_COMMONS_BY 3.0	113957	GLTF1,USDZ,FBX,GLTF2,GLB	
4ZeysDpbAW3	ring	sam smedts	CREATIVE_COMMONS_BY 3.0	288	GLTF2,GLB,FBX,OBJ,BLOCKS,USDZ,GLTF1	
4ZfOy_OBv84	Black & Decker Workmate Clamp	Thomas P.	CREATIVE_COMMONS_BY 3.0	676	GLTF2,USDZ,GLB,GLTF1	tech
4ZgfFUoUqnc	JL Circle Cam	Jacob Love	CREATIVE_COMMONS_BY 3.0	96	GLTF1,GLTF2,USDZ,GLB	
4ZgHI5DFlhe	Jay Z	Anonymous	CREATIVE_COMMONS_BY 3.0	2170	GLTF2,USDZ,BLOCKS,GLTF1,GLB	curated,HOVA,people
4ZGHZpEN4rt	gidgety structure	Anonymous	CREATIVE_COMMONS_BY 3.0	10228	GLTF2,GLTF1,BLOCKS,USDZ,GLB	curated,objects
4ZGR5_ALaBk	diver	Claudia Castro Delgado	CREATIVE_COMMONS_BY 3.0	14943	GLTF1,GLB,GLTF2	
4ZgrF3EG2wg	glTF sc cesium trk 15	Robert Mark	CREATIVE_COMMONS_BY 3.0	2856	USDZ,GLB,GLTF2,GLTF1	
4ZgRGfjMA9N	montagne	Naia Lassus	CREATIVE_COMMONS_BY 3.0	78408	GLTF1,GLTF2,USDZ,GLB	
4ZgUe3G7j48	kev	Alberto Rosa (Izzy)	CREATIVE_COMMONS_BY 3.0	72	GLTF2,BLOCKS,OBJ,USDZ,FBX,GLB,GLTF1	
4zgVZE4RI6h	gaze	CDLA VR	CREATIVE_COMMONS_BY 3.0	338	GLTF2,USDZ,GLB,GLTF1	
4zgX5j0BgTX	Mini Test Tube Rack	Mphatso Simbao	CREATIVE_COMMONS_BY 3.0	368	GLTF2,GLTF1,GLB,USDZ	
4Zh3Te1yo9J	Drossel (Disney´s Drossel)	Pierre Schiller	CREATIVE_COMMONS_BY 3.0	54368	GLTF1,USDZ,GLTF2,GLB	curated,people
4zhdZVcy8r2	Ali house	Li Keyu	CREATIVE_COMMONS_BY 3.0	400	FBX,USDZ,GLTF2,GLB,GLTF1	
4zh_zKCArUW	Twine	Jakob Hippe	CREATIVE_COMMONS_BY 3.0	4402	GLTF2,GLTF1,USDZ,BLOCKS,GLB	curated,nature
4ziTihowbJ6	シカクのアイコン	熊田吾郎	CREATIVE_COMMONS_BY 3.0	8	GLB,USDZ,GLTF2,GLTF1	objects
4ZJ4yl5_2aP	piedra4	Sebastián Suárez	CREATIVE_COMMONS_BY 3.0	182009	GLTF2,GLTF1,USDZ,GLB	
4ZjAHnAO227	tower viewture	angelo rusciano	CREATIVE_COMMONS_BY 3.0	17287	GLTF2,USDZ,FBX,BLOCKS,GLB,OBJ,GLTF1	architecture
4zjI21xLM7W	ppp	Web Services Point	CREATIVE_COMMONS_BY 3.0	42090	GLTF2,USDZ,GLB,GLTF1	
4zJL30qOm2h	snowman	たぬきち	CREATIVE_COMMONS_BY 3.0	2504	GLTF2,GLTF1,USDZ,GLB	objects
4zJshXX0Nqk	FBXOrglTF ch pre comb 03 P	Robert Mark	CREATIVE_COMMONS_BY 3.0	35918	USDZ,GLB,GLTF2,GLTF1	
4zJZt1XHAR-	42 The Musical	Miguelangelo Rosario	CREATIVE_COMMONS_BY 3.0	1091587	GLTF1,USDZ,GLTF2	
4zJzZarKWyN	petblo elevator capsule	Ross B	CREATIVE_COMMONS_BY 3.0	116	GLTF1,GLTF2,GLB,USDZ	objects
4Zkdg9npywg	COUCH	Quentin Paden	CREATIVE_COMMONS_BY 3.0	87163	USDZ,GLTF2,GLB,GLTF1	
4ZKKq1DguVo	sff_env_floatingburger	Idea Ink	CREATIVE_COMMONS_BY 3.0	4088	GLTF2,GLTF1,USDZ,OBJ,BLOCKS,FBX,GLB	
4zKn-JxDaxo	1913210280	Thanit Phayanoi	CREATIVE_COMMONS_BY 3.0	966	GLTF1,GLB,USDZ,GLTF2	
4zKoL6yw8S-	geladeira	Albatroz Filmes	CREATIVE_COMMONS_BY 3.0	252651	GLTF1,USDZ,GLTF2,GLB	
4ZM-BjvyRAW	Chair	CMHT Oculus	CREATIVE_COMMONS_BY 3.0	2453	GLTF1,GLB,USDZ,GLTF2	
4zmCOpF8A8U	Air Police - High Speed	Paul Spooner	CREATIVE_COMMONS_BY 3.0	355732	GLTF1,USDZ,GLTF2,GLB	transport
4zMctnK4xQg	Prueba Antonio	Programa Modernizacion	CREATIVE_COMMONS_BY 3.0	336	GLTF2,USDZ,FBX,GLB,GLTF1	
4zMedwWWU82	American Fridge Freezers	Eric Blanquet	CREATIVE_COMMONS_BY 3.0	940	USDZ,GLB,GLTF2,GLTF1	objects
4ZmsyPNmP3r	steamlab sala 0.8	Rafael Benaion	CREATIVE_COMMONS_BY 3.0	10762	USDZ,GLB,GLTF2,GLTF1	
4ZmW7iZst43	Popsicle	文化創意產業系呂筱柔	CREATIVE_COMMONS_BY 3.0	24	USDZ,GLB,GLTF1,GLTF2	food
4Zn907MhAgP	AUTOMATA BOX	Hayden Leslie	CREATIVE_COMMONS_BY 3.0	1676	GLTF1,USDZ,GLTF2,GLB	
4znMCg2VR7b	weird guy	Dustin Brink	CREATIVE_COMMONS_BY 3.0	13790	GLTF2,GLTF1,USDZ,BLOCKS,GLB	curated
4znssAy3Pcn	matrix pantalla	EVELYN ELIZABETH HUAMAN ROJAS	CREATIVE_COMMONS_BY 3.0	12	GLTF2,GLB,USDZ,GLTF1	architecture
4Zod4vYtldx	Slice of apple pie	Google	CREATIVE_COMMONS_BY 3.0	542	USDZ,GLB,GLTF2,GLTF1	baked,curated,dessert,food,sweets
